Estado,Sorteo,Fecha,Venta_Estado,ID
Queretaro,MI SUENO 15,2019/07/20 00:00:00,5383.709090909091,22
Quintana Roo,MI SUENO 15,2019/07/20 00:00:00,1018.209090909091,23
San Luis Potosi,MI SUENO 15,2019/07/20 00:00:00,2529.6363636363635,24
Sinaloa,MI SUENO 15,2019/07/20 00:00:00,10114.072727272727,25
Sonora,MI SUENO 15,2019/07/20 00:00:00,10897.054545454546,26
Tabasco,MI SUENO 15,2019/07/20 00:00:00,5061.865454545455,27
Tamaulipas,MI SUENO 15,2019/07/20 00:00:00,16670.863636363636,28
Veracruz de Ignacio de la Llave,MI SUENO 15,2019/07/20 00:00:00,3369.7127272727275,30
Yucatan,MI SUENO 15,2019/07/20 00:00:00,1447.4727272727273,31
Zacatecas,MI SUENO 15,2019/07/20 00:00:00,1806.7818181818182,32
Oficina Virtual,MI SUENO 15,2019/07/20 00:00:00,40702,33
Aguascalientes,MI SUENO 16,2019/10/19 00:00:00,2388.757181818182,1
Baja California,MI SUENO 16,2019/10/19 00:00:00,2946.7842727272728,2
Baja California Sur,MI SUENO 16,2019/10/19 00:00:00,3298.854181818182,3
Coahuila de Zaragoza,MI SUENO 16,2019/10/19 00:00:00,11804.444545454546,5
Colima,MI SUENO 16,2019/10/19 00:00:00,3842.993818181818,6
Chiapas,MI SUENO 16,2019/10/19 00:00:00,0,7
Chihuahua,MI SUENO 16,2019/10/19 00:00:00,6906.361727272727,8
Distrito Federal,MI SUENO 16,2019/10/19 00:00:00,11989.726,9
Durango,MI SUENO 16,2019/10/19 00:00:00,2079.818181818182,10
Guanajuato,MI SUENO 16,2019/10/19 00:00:00,3708.471727272727,11
Guerrero,MI SUENO 16,2019/10/19 00:00:00,505.84,12
Hidalgo,MI SUENO 16,2019/10/19 00:00:00,0,13
Jalisco,MI SUENO 16,2019/10/19 00:00:00,24085.577454545455,14
Estado de Mexico,MI SUENO 16,2019/10/19 00:00:00,2301.759090909091,15
Michoacan de Ocampo,MI SUENO 16,2019/10/19 00:00:00,3360.371818181818,16
Morelos,MI SUENO 16,2019/10/19 00:00:00,1121.5454545454545,17
Nayarit,MI SUENO 16,2019/10/19 00:00:00,3233.9,18
Nuevo Leon,MI SUENO 16,2019/10/19 00:00:00,76922.856909090915,19
Oaxaca,MI SUENO 16,2019/10/19 00:00:00,0,20
Puebla,MI SUENO 16,2019/10/19 00:00:00,4733.463636363636,21
Queretaro,MI SUENO 16,2019/10/19 00:00:00,5507.839727272727,22
Quintana Roo,MI SUENO 16,2019/10/19 00:00:00,1095.1272727272728,23
San Luis Potosi,MI SUENO 16,2019/10/19 00:00:00,2435.9582727272727,24
Sinaloa,MI SUENO 16,2019/10/19 00:00:00,9555.138636363636,25
Sonora,MI SUENO 16,2019/10/19 00:00:00,10191.398727272728,26
Tabasco,MI SUENO 16,2019/10/19 00:00:00,5255.274545454546,27
Tamaulipas,MI SUENO 16,2019/10/19 00:00:00,17601.123727272727,28
Veracruz de Ignacio de la Llave,MI SUENO 16,2019/10/19 00:00:00,3166.837818181818,30
Yucatan,MI SUENO 16,2019/10/19 00:00:00,1400.9283636363637,31
Zacatecas,MI SUENO 16,2019/10/19 00:00:00,1933.8086363636364,32
Oficina Virtual,MI SUENO 16,2019/10/19 00:00:00,37449,33
