Descriptores,1993|T1,1993|T2,1993|T3,1993|T4,1993|6 Meses,1993|9 Meses,1993|Anual,1994|T1,1994|T2,1994|T3,1994|T4,1994|6 Meses,1994|9 Meses,1994|Anual,1995|T1,1995|T2,1995|T3,1995|T4,1995|6 Meses,1995|9 Meses,1995|Anual,1996|T1,1996|T2,1996|T3,1996|T4,1996|6 Meses,1996|9 Meses,1996|Anual,1997|T1,1997|T2,1997|T3,1997|T4,1997|6 Meses,1997|9 Meses,1997|Anual,1998|T1,1998|T2,1998|T3,1998|T4,1998|6 Meses,1998|9 Meses,1998|Anual,1999|T1,1999|T2,1999|T3,1999|T4,1999|6 Meses,1999|9 Meses,1999|Anual,2000|T1,2000|T2,2000|T3,2000|T4,2000|6 Meses,2000|9 Meses,2000|Anual,2001|T1,2001|T2,2001|T3,2001|T4,2001|6 Meses,2001|9 Meses,2001|Anual,2002|T1,2002|T2,2002|T3,2002|T4,2002|6 Meses,2002|9 Meses,2002|Anual,2003|T1,2003|T2,2003|T3,2003|T4,2003|6 Meses,2003|9 Meses,2003|Anual,2004|T1,2004|T2,2004|T3,2004|T4,2004|6 Meses,2004|9 Meses,2004|Anual,2005|T1,2005|T2,2005|T3,2005|T4,2005|6 Meses,2005|9 Meses,2005|Anual,2006|T1,2006|T2,2006|T3,2006|T4,2006|6 Meses,2006|9 Meses,2006|Anual,2007|T1,2007|T2,2007|T3,2007|T4,2007|6 Meses,2007|9 Meses,2007|Anual,2008|T1,2008|T2,2008|T3,2008|T4,2008|6 Meses,2008|9 Meses,2008|Anual,2009|T1,2009|T2,2009|T3,2009|T4,2009|6 Meses,2009|9 Meses,2009|Anual,2010|T1,2010|T2,2010|T3,2010|T4,2010|6 Meses,2010|9 Meses,2010|Anual,2011|T1,2011|T2,2011|T3,2011|T4,2011|6 Meses,2011|9 Meses,2011|Anual,2012|T1,2012|T2,2012|T3,2012|T4,2012|6 Meses,2012|9 Meses,2012|Anual,2013|T1,2013|T2,2013|T3,2013|T4,2013|6 Meses,2013|9 Meses,2013|Anual,2014|T1,2014|T2,2014|T3,2014|T4,2014|6 Meses,2014|9 Meses,2014|Anual,2015|T1,2015|T2,2015|T3,2015|T4,2015|6 Meses,2015|9 Meses,2015|Anual,2016|T1,2016|T2,2016|T3,2016|T4,2016|6 Meses,2016|9 Meses,2016|Anual,2017|T1<R>,2017|T2<R>,2017|T3<R>,2017|T4<R>,2017|6 Meses<R>,2017|9 Meses<R>,2017|Anual<R>,2018|T1<R>,2018|T2<R>,2018|T3<R>,2018|T4<R>,2018|6 Meses<R>,2018|9 Meses<R>,2018|Anual<R>,2019|T1<R>,2019|T2<R>,2019|T3<P>,2019|T4,2019|6 Meses,2019|9 Meses,2019|Anual
Actividades secundarias|31-33---Industrias manufactureras|331---Industrias metálicas básicas,13630.143,13535.712,13018.371,13203.255,13582.928,13394.742,13346.87,14302.321,14544.597,16000.413,16198.993,14423.459,14949.11,15261.581,21684.84,28440.059,30089.655,32742.11,25062.45,26738.185,28239.166,42933.894,40960.923,40646.414,41497.565,41947.409,41513.744,41509.699,46822.818,49375.27,48412.284,50413.888,48099.044,48203.457,48756.065,56211.687,54969.982,55533.461,51049.338,55590.835,55571.71,54441.117,57638.751,55169.597,58095.029,58005.095,56404.174,56967.792,57227.118,65487.513,68144.49,64910.699,59385.139,66816.002,66180.901,64481.96,60180.318,58755.817,56317.002,49929.287,59468.068,58417.712,56295.606,51316.738,57436.836,61302.111,57927.027,54376.787,56685.228,56995.678,64809.386,69671.645,69634.995,69076.113,67240.516,68038.675,68298.035,85084.748,105259.073,112037.91,109728.817,95171.911,100793.91,103027.637,112811.503,116482.275,105574.2,115008.017,114646.889,111622.659,112468.999,124112.912,148640.619,153734.543,145657.978,136376.766,142162.691,143036.513,145539.63,154952.25,150183.305,151861.647,150245.94,150225.062,150634.208,159475.815,185125.458,184126.592,149174.603,172300.637,176242.622,169475.617,123202.19,119890.279,125054.417,148265.441,121546.235,122715.629,129103.082,150339.064,166143.117,163775.336,165899.535,158241.091,160085.839,161539.263,175095.211,185314.447,194597.83,200213.58,180204.829,185002.496,188805.267,204727.872,199513.327,194042.244,186392.781,202120.6,199427.814,196169.056,184139.974,170078.289,177900.499,173717.103,177109.132,177372.921,176458.966,189961.369,189268.539,192028.14,191950.1,189614.954,190419.349,190802.037,188015.763,185400.796,193116.999,174447.854,186708.28,188844.519,185245.353,181310.781,192541.066,218600.045,222375.952,186925.924,197483.964,203706.961,242899.501,227197.193,226355.658,235308.745,235048.347,232150.784,232940.274,246028.263,272246.541,269666.57,251091.333,259137.402,262647.125,259758.177,260045.662,247791.551,255386.317,,253918.607,254407.843,
Actividades secundarias|31-33---Industrias manufactureras|331---Industrias metálicas básicas|3311---Industria básica del hierro y del acero,5532.036,5591.417,5373.593,6015.206,5561.727,5499.015,5628.063,5960.055,5884.578,6720.901,6870.486,5922.317,6188.511,6359.005,8670.762,12426.35,14060.014,14097.575,10548.556,11719.042,12313.675,18882.028,18550.276,20136.847,19438.453,18716.152,19189.717,19251.901,22132.867,22150.711,22850.516,23543.042,22141.789,22378.031,22669.284,27115.683,26427.329,26844.829,23105.027,26771.506,26795.947,25873.217,28265.34,27354.415,30759.555,28914.626,27809.878,28793.103,28823.484,33708.085,34200.338,33858.668,28633.217,33954.212,33922.364,32600.077,29123.027,30634.215,28113.933,23245.869,29878.621,29290.392,27779.261,23621.507,29291.453,32047.995,28486.157,26456.48,28320.318,28361.778,33812.937,36750.492,35025.78,34299.999,35281.715,35196.403,34972.302,41508.455,54715.56,59249.349,57765.58,48112.008,51824.455,53309.736,55963.339,56795.358,50333.566,49914.598,56379.349,54364.088,53251.715,52260.789,57857.263,61700.856,60232.86,55059.026,57272.969,58012.942,63314.098,67055.091,64509.169,64354.73,65184.595,64959.453,64808.272,71977.312,91577.222,94215.176,69484.705,81777.267,85923.237,81813.604,57092.193,54363.285,51590.975,64917.623,55727.739,54348.818,56991.019,64803.579,73053.519,68294.663,66541.198,68928.549,68717.254,68173.24,66196.51,69767.559,70998.23,75157.169,67982.035,68987.433,70529.867,72141.086,73635.273,69060.634,68766.848,72888.18,71612.331,70900.96,68260.256,66318.364,74555.116,74186.175,67289.31,69711.245,70829.978,87444.631,85188.454,83541.34,82439.311,86316.543,85391.475,84653.434,77243.867,73337.353,74489.179,63954.438,75290.61,75023.466,72256.209,64502.902,74572.986,88231.441,87913.419,69537.944,75769.11,78805.187,94581.305,91409.087,86094.231,89972.501,92995.196,90694.874,90514.281,100281.023,114562.848,118586.521,106150.599,107421.936,111143.464,109895.248,99457.832,96721.277,92434.747,,98089.555,96204.619,
Actividades secundarias|31-33---Industrias manufactureras|331---Industrias metálicas básicas|3312---Fabricación de productos de hierro y acero,2625.386,2125.835,1755.11,1667.841,2375.611,2168.777,2043.543,2538.992,2223.824,2123.472,2342.779,2381.408,2295.429,2307.267,3798.955,4193.024,4138.255,5152.662,3995.99,4043.411,4320.724,7946.284,5832.176,4806.269,4983.643,6889.23,6194.91,5892.093,7964.904,7348.249,6324.292,6587.147,7656.577,7212.482,7056.148,9558.135,7958.536,7417.741,6879.476,8758.336,8311.471,7953.472,9026.979,8072.466,6996.79,7409.329,8549.723,8032.078,7876.391,9890.18,9235.551,8297.141,7904.684,9562.866,9140.957,8831.889,9202.901,7811.923,7291.643,6375.749,8507.412,8102.156,7670.554,8101.99,8036.788,7281.326,7922.756,8069.389,7806.701,7835.715,10048.548,9747.858,9792.393,9118.169,9898.203,9862.933,9676.742,14075.114,16830.935,17209.838,16114.489,15453.025,16038.629,16057.594,20398.378,20156.586,16202.689,15973.1,20277.482,18919.218,18182.688,20390.459,21028.136,22563.49,20224.427,20709.298,21327.362,21051.628,22424.842,21091.273,20596.403,18694.654,21758.058,21370.839,20701.793,22438.519,26151.675,27011.405,24507.59,24295.097,25200.533,25027.297,23322.641,19336.273,18541.131,20078.372,21329.457,20400.015,20319.604,22083.841,24718.085,26270.862,26887.38,23400.963,24357.596,24990.042,26279.408,25207.807,26612.056,27910.261,25743.608,26033.09,26502.383,30180.209,29917.447,34966.021,31864.739,30048.828,31687.892,31732.104,29296.716,27685.419,32444.749,31262.032,28491.068,29808.961,30172.229,31522.624,28554.367,32268.889,32211.027,30038.496,30781.96,31139.227,33738.669,32228.888,36353.694,32325.104,32983.779,34107.084,33661.589,33701.809,35848.95,40841.438,40097.699,34775.38,36797.399,37622.474,47322.19,47221.682,50564.586,44773.889,47271.936,48369.486,47470.587,49129.515,52686.796,58525.605,51213.217,50908.156,53447.305,52888.783,50557.631,46607.69,52752.504,,48582.66,49972.608,
Actividades secundarias|31-33---Industrias manufactureras|331---Industrias metálicas básicas|3313---Industria básica del aluminio,684.137,1012.728,995.463,629.372,848.433,897.443,830.425,727.267,1040.694,1108.372,703.495,883.981,958.778,894.957,1197.806,1735.225,1660.754,1292.119,1466.516,1531.262,1471.476,1938.241,2671.045,2423.281,1756.037,2304.643,2344.189,2197.151,2338.003,3552.515,3028.483,2018.735,2945.259,2973,2734.434,2819.392,3788.543,3712.921,2419.096,3303.968,3440.285,3184.988,3661.809,4124.199,3861.734,2822.046,3893.004,3882.581,3617.447,4014.426,5261.71,4195.691,2781.141,4638.068,4490.609,4063.242,3924.275,4063.975,3869.047,2450.027,3994.125,3952.432,3576.831,3506.97,4172.028,4284.937,2585.825,3839.499,3987.978,3637.44,3412.993,4547.932,4422.031,2801.084,3980.463,4127.652,3796.01,4362.957,4850.501,4953.626,3252.707,4606.729,4722.361,4354.948,5272.603,5499.24,4998.849,3673.413,5385.922,5256.897,4861.026,5749.929,5271.84,5346.184,4867.586,5510.885,5455.984,5308.885,5830.128,4803.778,6106.167,5272.559,5316.953,5580.024,5503.158,4822.813,5651.69,6166.815,5272.27,5237.252,5547.106,5478.397,4599.055,4585.321,5537.578,5713.287,4592.188,4907.318,5108.81,5827.705,5692.469,5999.338,5739.664,5760.087,5839.837,5814.794,5691.522,5159.493,5528.198,6064.311,5425.508,5459.738,5610.881,6825.839,7058.214,7385.487,7462.533,6942.027,7089.847,7183.018,7007.706,6875.863,7028.973,7546.643,6941.785,6970.847,7114.796,6799.093,7321.256,8868.977,8767.763,7060.175,7663.109,7939.272,9907.938,10021.316,10180.653,9250.246,9964.627,10036.636,9840.038,10835.578,11037.251,11472.067,12257.38,10936.415,11114.965,11400.569,12951.019,11379.389,11291.552,12563.94,12165.204,11873.987,12046.475,12751.992,15681.396,15254.274,15108.971,14216.694,14562.554,14699.158,13798.529,13200.236,14165.966,,13499.383,13721.577,
"Actividades secundarias|31-33---Industrias manufactureras|331---Industrias metálicas básicas|3314---Industrias de metales no ferrosos, excepto aluminio",4332.932,4372.473,4450.975,4471.384,4352.703,4385.46,4406.941,4700.531,4966.169,5587.509,5766.738,4833.35,5084.736,5255.237,7487.209,9441.407,9472.322,11249.19,8464.308,8800.313,9412.532,13180.839,12900.448,12064.702,13914.407,13040.644,12715.33,13015.099,12978.174,14809.036,14626.212,16397.563,13893.605,14137.807,14702.746,14968.398,15101.854,15526.891,16421.585,15035.126,15199.048,15504.682,14683.156,13798.912,14214.812,16822.04,14241.034,14232.293,14879.73,15650.115,17251.862,16304.311,18130.188,16450.989,16402.096,16834.119,15999.975,14582.581,15312.148,16380.135,15291.278,15298.235,15568.71,14504.027,14208.085,15850.737,17370.33,14356.056,14854.283,15483.295,15763.422,17003.34,18739.17,21405.912,16383.381,17168.644,18227.961,23325.302,26758.158,28248.818,30290.466,25041.73,26110.759,27155.686,28527.387,31466.01,31244.523,42705.556,29996.699,30412.64,33485.869,42899.056,61246.275,60025.776,56440.881,52072.666,54723.702,55152.997,50036.797,57992.733,54452.98,59582.038,54014.765,54160.837,55516.137,56228.552,57270.747,51402.689,44520.523,56749.65,54967.329,52355.628,33704.139,38256.938,45853.632,53768.071,35980.539,39271.57,42895.695,53323.395,58040.574,59064.973,62495.234,55681.985,56809.647,58231.044,71864.35,79714.767,85645.18,85238.595,75789.559,79074.766,80615.723,89529.196,82811.213,76714.87,72959.977,86170.205,83018.426,80503.814,73875.581,63563.234,58259.301,55202.853,68719.408,65232.705,62725.242,58275.004,62166.35,61081.585,62608.113,60220.677,60507.646,61032.763,60348.775,63133.315,65541.82,62761.951,61741.045,63007.97,62946.465,65175.909,64213.345,70924.336,74760.359,64694.627,66771.197,68768.487,79517.021,69435.481,70755.71,79718.919,74476.251,73236.071,74856.783,74877.927,79912.648,67341.768,68962.808,77395.288,74044.114,72773.788,86597.256,82417.319,86797.709,,84507.288,85270.761,
Actividades secundarias|31-33---Industrias manufactureras|331---Industrias metálicas básicas|3315---Moldeo por fundición de piezas metálicas,455.651,433.259,443.23,419.451,444.455,444.047,437.898,375.475,429.331,460.159,515.495,402.403,421.655,445.115,530.108,644.052,758.311,950.565,587.08,644.157,720.759,986.503,1006.978,1215.315,1405.025,996.741,1069.599,1153.455,1408.87,1514.758,1582.782,1867.402,1461.814,1502.137,1593.453,1750.079,1693.72,2031.079,2224.154,1721.9,1824.959,1924.758,2001.467,1819.605,2262.138,2037.054,1910.536,2027.737,2030.066,2224.706,2195.029,2254.887,1935.909,2209.868,2224.874,2152.633,1930.14,1663.123,1730.23,1477.507,1796.632,1774.498,1700.25,1582.243,1728.481,1837.117,1561.959,1655.362,1715.947,1677.45,1771.487,1622.024,1655.621,1450.949,1696.756,1683.044,1625.02,1812.919,2103.918,2376.279,2305.575,1958.419,2097.705,2149.673,2649.797,2565.082,2794.573,2741.351,2607.44,2669.817,2687.701,2812.679,3237.106,4098.236,3892.223,3024.893,3382.674,3510.061,3933.765,4009.374,4518.587,3957.666,3971.57,4153.909,4104.848,4008.619,4474.123,5330.507,5389.514,4241.371,4604.416,4800.691,4484.162,3348.464,3531.102,3788.089,3916.313,3787.909,3787.954,4300.543,4638.471,4145.5,4236.058,4469.507,4361.505,4330.143,5063.422,5464.821,5814.165,5843.244,5264.122,5447.469,5546.413,6051.543,6091.18,5915.233,5338.684,6071.362,6019.319,5849.16,5699.715,5635.409,5612.36,5519.4,5667.562,5649.161,5616.721,5920.017,6038.112,6267.35,5923.885,5979.065,6075.16,6037.341,6776.514,6679.925,6551.653,6156.116,6728.22,6669.364,6541.052,7094.583,6868.534,7130.763,7347.096,6981.559,7031.293,7110.244,8527.966,7751.553,7649.578,8279.495,8139.76,7976.366,8052.148,8987.806,9402.854,9958.401,9655.739,9195.33,9449.687,9501.2,9634.415,8845.028,9235.391,,9239.722,9238.278,
Actividades secundarias|31-33---Industrias manufactureras|332---Fabricación de productos metálicos,10107.832,8878.778,9733.609,9472.301,9493.305,9573.406,9548.13,10604.595,10530.567,10695.756,10652.406,10567.581,10610.306,10620.831,13024,12016.307,13250.081,14549.195,12520.154,12763.463,13209.896,18447.781,17601.216,19934.239,20410.036,18024.499,18661.079,19098.318,23336.714,22996.822,24539.117,26543.487,23166.768,23624.218,24354.035,29770.08,27136.782,32158.257,31900.557,28453.431,29688.373,30241.419,36059.728,33980.768,36758.167,35363.098,35020.248,35599.554,35540.44,40513.9,36402.336,41129.095,39795.614,38458.118,39348.444,39460.236,39920.36,35574.405,40454.915,37737.132,37747.383,38649.893,38421.703,36472.801,36102.065,38281.692,36778.742,36287.433,36952.186,36908.825,40145.509,36267.915,39508.496,37822.6,38206.712,38640.64,38436.13,44186.304,46905.963,52051.503,50586.945,45546.133,47714.59,48432.679,54461.98,53701.569,55612.676,53741.035,54081.775,54592.075,54379.315,60028.664,62121.252,66652.08,60938.463,61074.958,62933.999,62435.115,67038.911,66369.483,67747.422,61150.028,66704.197,67051.939,65576.461,67188.081,78153.312,78344.708,75376.731,72670.697,74562.034,74765.708,68730.49,67246.56,69407.389,70485.961,67988.525,68461.48,68967.6,70153.721,74233.53,76595.597,74632.971,72193.626,73660.949,73903.955,77742.837,78299.514,82598.583,86198.97,78021.176,79546.978,81209.976,86799.974,91347.962,93368.856,91926.353,89073.968,90505.597,90860.786,86092.29,92918.214,89285.708,86177.048,89505.252,89432.071,88618.315,89040.515,90892.67,93802.971,93998.136,89966.593,91245.385,91933.573,99014.359,102965.446,107145.552,107581.391,100989.903,103041.786,104176.687,109829.809,113191.691,116461.632,120882.265,111510.75,113161.044,115091.349,129481.058,121422.724,125231.624,125321.182,125451.891,125378.469,125364.147,128625.192,136334.059,139602.026,140144.207,132479.626,134853.759,136176.371,133337.785,131267.647,138166.444,,132302.716,134257.292,
Actividades secundarias|31-33---Industrias manufactureras|332---Fabricación de productos metálicos|3321---Fabricación de productos metálicos forjados y troquelados,747.337,819.403,795.142,921.433,783.37,787.294,820.829,597.226,796.9,860.144,1034.319,697.063,751.423,822.147,941.597,1047.946,1028.874,1130.451,994.772,1006.139,1037.217,1208.03,1535.551,1410.035,1658.384,1371.791,1384.539,1453,1427.596,1745.226,1528.303,2183.299,1586.411,1567.042,1721.106,1579.85,1545.171,1756.002,2040.141,1562.511,1627.008,1730.291,1506.192,2087.211,1798.06,1866.497,1796.702,1797.154,1814.49,1869.093,2020.777,2184.278,2166.444,1944.935,2024.716,2060.148,1613.932,1715.216,1901.769,1856.899,1664.574,1743.639,1771.954,1699.998,1929.333,1781.75,2178.699,1814.666,1803.694,1897.445,1704.77,2182.74,2296.845,2147.669,1943.755,2061.452,2083.006,2104.12,2345.541,2484.189,2487.083,2224.831,2311.283,2355.233,2093.824,2594.757,2804.921,2972.338,2344.291,2497.834,2616.46,2530.149,2945.788,2828.782,2951.353,2737.969,2768.24,2814.018,2730.709,3081.345,3070.172,2873.529,2906.027,2960.742,2938.939,2870.134,3145.001,3529.056,3605.902,3007.568,3181.397,3287.523,3196.797,3219.728,3345.65,3151.344,3208.263,3254.058,3228.38,2966.851,3567.852,3637.178,3169.215,3267.352,3390.627,3335.274,3114.27,3265.832,3718.441,3675.325,3190.051,3366.181,3443.467,3597.961,4111.569,4136.642,3735.333,3854.765,3948.724,3895.376,4001.354,4241.898,3860.576,3852.959,4121.626,4034.609,3989.197,3936.124,4718.591,4540.758,4686.618,4327.358,4398.491,4470.523,4543.268,5022.454,4675.635,5465.062,4782.861,4747.119,4926.605,5427.308,5338.617,5612.704,6167.323,5382.963,5459.543,5636.488,6097.841,5789.867,5798.976,5912.749,5943.854,5895.561,5899.858,5624.311,6450.272,6916.888,6632.398,6037.292,6330.49,6405.967,6620.935,6139.204,6582.831,,6380.07,6447.657,
Actividades secundarias|31-33---Industrias manufactureras|332---Fabricación de productos metálicos|3322---Fabricación de herramientas de mano sin motor y utensilios de cocina metálicos,592.325,523.516,478.904,487.086,557.921,531.582,520.458,545.05,592.013,513.768,532.782,568.532,550.277,545.903,665.72,606.57,590.948,665.206,636.145,621.079,632.111,1024.245,1025.499,967.971,1015.753,1024.872,1005.905,1008.367,1428.409,1574.502,1443.161,1469.164,1501.456,1482.024,1478.809,1957.598,2011.547,2103.517,2144.11,1984.573,2024.221,2054.193,2283.962,2582.983,2931.967,2786.3,2433.473,2599.637,2646.303,2721.782,2886.142,2806.428,2641.304,2803.962,2804.784,2763.914,2672.072,2727.43,2789.867,2536.483,2699.751,2729.79,2681.463,2372.857,2610.768,2424.728,2227.148,2491.813,2469.451,2408.875,2288.88,2413.15,2130.174,2099.744,2351.015,2277.401,2232.987,2404.241,2789.096,2505.426,2423.141,2596.669,2566.254,2530.476,2534.818,2800.369,2462.243,2461.803,2667.594,2599.143,2564.808,3317.465,3549.202,3554.28,3352.293,3433.334,3473.649,3443.31,3154.52,3120.723,3367.74,3270.689,3137.622,3214.328,3228.418,3122.317,3692.446,3283.808,2900.629,3407.382,3366.19,3249.8,3509.249,3001.092,3145.902,2592.866,3255.171,3218.748,3062.277,2859.535,3232.337,3721.972,3667.161,3045.936,3271.281,3370.251,3873.758,4495.923,4472.001,4221.531,4184.841,4280.561,4265.803,4690.069,4731.389,5269.427,6648.846,4710.729,4896.962,5334.933,6586.229,8134.284,8712.485,8796.998,7360.257,7810.999,8057.499,8555.998,8095.412,8057.194,8114.2,8325.705,8236.201,8205.701,9170.77,9101.444,8700.711,9159.967,9136.107,8990.975,9033.223,10017.802,10523.655,10372.681,10488.523,10270.729,10304.713,10350.665,10262.964,9837.894,9781.492,10383.914,10050.429,9960.783,10066.566,10773.886,11032.553,9744.491,10278.714,10903.22,10516.977,10457.411,10769.965,11095.646,9970.138,,10932.806,10611.916,
Actividades secundarias|31-33---Industrias manufactureras|332---Fabricación de productos metálicos|3323---Fabricación de estructuras metálicas y productos de herrería,3877.483,3015.552,3705.067,3521.075,3446.518,3532.701,3529.794,4577.151,3697.933,3862.452,3795.412,4137.542,4045.845,3983.237,4487.922,3263.516,4160.638,4689.608,3875.719,3970.692,4150.421,5534.731,4547.232,6036.431,6294.765,5040.982,5372.798,5603.29,7410.211,6165.296,7223.377,7763.265,6787.754,6932.961,7140.537,9210.477,7827.758,10433.227,9429.739,8519.118,9157.154,9225.3,12859.199,9507.461,10838.59,10175.23,11183.33,11068.417,10845.12,13371.453,9399.511,12536.966,12536.265,11385.482,11769.31,11961.049,14278.199,10450.74,13987.739,12506.838,12364.47,12905.559,12805.879,13208.01,10658.824,12658.085,12748.973,11933.417,12174.973,12318.473,14760.787,10752.606,13403.452,13110.872,12756.697,12972.282,13006.929,15636.169,12841.111,16667.901,17514.76,14238.64,15048.394,15664.985,19275.721,16284.009,18045.075,17979.027,17779.865,17868.268,17895.958,20910.351,19059.755,21634.281,18705.692,19985.053,20534.796,20077.52,22969.863,22342.601,23063.75,19578.666,22656.232,22792.071,21988.72,22217.099,25593.022,25458.155,27269.984,23905.061,24422.759,25134.565,24189.656,23074.391,25052.748,25442.049,23632.024,24105.598,24439.711,23795.529,23654.849,24632.351,24321.143,23725.189,24027.576,24100.968,25267.334,23013.431,23939.674,26659.497,24140.383,24073.48,24719.984,23987.964,24141.009,24627.712,25581.098,24064.487,24252.228,24584.446,22248.842,24431.58,22966.995,22649.359,23340.211,23215.806,23074.194,22699.36,21164.775,22310.376,21810.332,21932.068,22058.17,21996.211,22413.289,23509.229,25163.338,25866.223,22961.259,23695.285,24238.02,25672.15,24634.975,26719.163,27673.416,25153.563,25675.429,26174.926,29628.371,25633.374,26615.986,27929.197,27630.873,27292.577,27451.732,25710.609,27677.865,30758.752,32622.098,26694.237,28049.075,29192.331,26047.652,26255.174,31749.549,,26151.413,28017.458,
"Actividades secundarias|31-33---Industrias manufactureras|332---Fabricación de productos metálicos|3324---Fabricación de calderas, tanques y envases metálicos",1073.97,980.083,835.023,955.196,1027.027,963.025,961.068,1092.991,1078.052,966.952,1001.85,1085.522,1045.998,1034.961,1840.811,1491.435,1605.498,1702.036,1666.123,1645.915,1659.945,2334.304,2129.203,2272.187,2353.239,2231.754,2245.231,2272.233,2562.437,2568.955,2672.323,2884.777,2565.696,2601.238,2672.123,3580.283,3612.584,4280.712,4442.134,3596.434,3824.526,3978.928,4912.471,5410.286,6071.473,6008.045,5161.379,5464.743,5600.569,6141.196,5493.219,6173.054,6558.395,5817.208,5935.823,6091.466,5490.127,4936.48,5282.141,5539.733,5213.304,5236.249,5312.12,3207.074,3290.127,3348.309,3120.494,3248.601,3281.837,3241.501,3289.613,3169.532,3312.666,3209.829,3229.573,3257.27,3245.41,3449.236,3570.851,3794.314,3767.508,3510.044,3604.8,3645.477,4000.168,4042.245,4258.745,3871.382,4021.207,4100.386,4043.135,4849.528,5089.31,5223.482,5021.465,4969.419,5054.107,5045.946,5887.186,5576.179,5514.614,5083.877,5731.683,5659.326,5515.464,5160.501,6332.174,6480.159,5997.106,5746.338,5990.945,5992.485,6252.427,6323.768,6072.029,6040.82,6288.098,6216.075,6172.261,5616.383,6391.82,6736.018,6812.127,6004.102,6248.074,6389.087,6876.932,7452.87,7707.9,7938.862,7164.901,7345.901,7494.141,8717.143,8773.858,9108.005,8681.051,8745.501,8866.335,8820.014,7489.56,7930.821,7618.282,7280.073,7710.191,7679.554,7579.684,7352.928,8215.333,8844.209,8916.934,7784.131,8137.49,8332.351,9144.062,9285.668,10046.401,10483.92,9214.865,9492.044,9740.013,10071.174,9980.322,10772.291,10551.894,10025.748,10274.596,10343.92,11006.34,10218.864,10653.872,10421.657,10612.602,10626.359,10575.183,10732.693,11745.417,12039.945,11931.112,11239.055,11506.018,11612.292,11677.372,11587.358,12496.025,,11632.365,11920.252,
Actividades secundarias|31-33---Industrias manufactureras|332---Fabricación de productos metálicos|3325---Fabricación de herrajes y cerraduras,299.778,158.268,173.637,243.669,229.023,210.561,218.838,302.647,205.493,224.893,329.971,254.07,244.344,265.751,492.849,294.26,322.432,491.135,393.555,369.847,400.169,679.621,412.948,438.624,610.743,546.285,510.398,535.484,841.35,476.413,530.207,824.273,658.882,615.99,668.061,1096.52,614.11,737.907,1101.343,855.315,816.179,887.47,1371.546,881.342,943.093,1232.81,1126.444,1065.327,1107.198,1690.183,1083.478,1188.299,1511.679,1386.831,1320.653,1368.41,1813.273,1183.913,1286.726,1648.576,1498.593,1427.971,1483.122,1876.666,1262.925,1345.613,1685.128,1569.796,1495.068,1542.583,1982.557,1282.395,1348.485,1730.78,1632.476,1537.812,1586.054,1929.082,1426.097,1751.553,2023.224,1677.59,1702.244,1782.489,2042.49,1663.355,1951.013,2023.298,1852.923,1885.619,1920.039,2856.113,2879.628,3181.219,2744.935,2867.871,2972.32,2915.474,3208.301,3137.851,3185.144,2659.779,3173.076,3177.099,3047.769,3052.624,3108.497,3056.299,3015.344,3080.561,3072.473,3058.191,2612.096,2551.237,2715.965,2708.118,2581.667,2626.433,2646.854,2541.076,2557.826,2602.759,2434.956,2549.451,2567.22,2534.154,2478.356,2358.213,2517.924,2864.239,2418.285,2451.498,2554.683,2987.532,3341.628,3438.938,3539.97,3164.58,3256.033,3327.017,3279.155,3414.325,3300.169,3478.994,3346.74,3331.216,3368.161,3627.998,3940.923,4635.924,4623.431,3784.461,4068.282,4207.069,5305.952,5365.607,6299.714,6311.311,5335.78,5657.091,5820.646,6844.079,6569.494,6833.778,6712.645,6706.787,6749.117,6739.999,7592.375,6787.814,7348.307,7469.956,7190.095,7242.832,7299.613,7330.264,7920.743,8785.176,8893.333,7625.504,8012.061,8232.379,7583.67,7360.364,9074.379,,7472.017,8006.138,
