Descriptores,1993|T1,1993|T2,1993|T3,1993|T4,1993|6 Meses,1993|9 Meses,1993|Anual,1994|T1,1994|T2,1994|T3,1994|T4,1994|6 Meses,1994|9 Meses,1994|Anual,1995|T1,1995|T2,1995|T3,1995|T4,1995|6 Meses,1995|9 Meses,1995|Anual,1996|T1,1996|T2,1996|T3,1996|T4,1996|6 Meses,1996|9 Meses,1996|Anual,1997|T1,1997|T2,1997|T3,1997|T4,1997|6 Meses,1997|9 Meses,1997|Anual,1998|T1,1998|T2,1998|T3,1998|T4,1998|6 Meses,1998|9 Meses,1998|Anual,1999|T1,1999|T2,1999|T3,1999|T4,1999|6 Meses,1999|9 Meses,1999|Anual,2000|T1,2000|T2,2000|T3,2000|T4,2000|6 Meses,2000|9 Meses,2000|Anual,2001|T1,2001|T2,2001|T3,2001|T4,2001|6 Meses,2001|9 Meses,2001|Anual,2002|T1,2002|T2,2002|T3,2002|T4,2002|6 Meses,2002|9 Meses,2002|Anual,2003|T1,2003|T2,2003|T3,2003|T4,2003|6 Meses,2003|9 Meses,2003|Anual,2004|T1,2004|T2,2004|T3,2004|T4,2004|6 Meses,2004|9 Meses,2004|Anual,2005|T1,2005|T2,2005|T3,2005|T4,2005|6 Meses,2005|9 Meses,2005|Anual,2006|T1,2006|T2,2006|T3,2006|T4,2006|6 Meses,2006|9 Meses,2006|Anual,2007|T1,2007|T2,2007|T3,2007|T4,2007|6 Meses,2007|9 Meses,2007|Anual,2008|T1,2008|T2,2008|T3,2008|T4,2008|6 Meses,2008|9 Meses,2008|Anual,2009|T1,2009|T2,2009|T3,2009|T4,2009|6 Meses,2009|9 Meses,2009|Anual,2010|T1,2010|T2,2010|T3,2010|T4,2010|6 Meses,2010|9 Meses,2010|Anual,2011|T1,2011|T2,2011|T3,2011|T4,2011|6 Meses,2011|9 Meses,2011|Anual,2012|T1,2012|T2,2012|T3,2012|T4,2012|6 Meses,2012|9 Meses,2012|Anual,2013|T1,2013|T2,2013|T3,2013|T4,2013|6 Meses,2013|9 Meses,2013|Anual,2014|T1,2014|T2,2014|T3,2014|T4,2014|6 Meses,2014|9 Meses,2014|Anual,2015|T1,2015|T2,2015|T3,2015|T4,2015|6 Meses,2015|9 Meses,2015|Anual,2016|T1,2016|T2,2016|T3,2016|T4,2016|6 Meses,2016|9 Meses,2016|Anual,2017|T1<R>,2017|T2<R>,2017|T3<R>,2017|T4<R>,2017|6 Meses<R>,2017|9 Meses<R>,2017|Anual<R>,2018|T1<R>,2018|T2<R>,2018|T3<R>,2018|T4<R>,2018|6 Meses<R>,2018|9 Meses<R>,2018|Anual<R>,2019|T1<R>,2019|T2<R>,2019|T3<P>,2019|T4,2019|6 Meses,2019|9 Meses,2019|Anual
Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco,16297.869,16304.878,14756.746,19998.388,16301.374,15786.498,16839.47,16987.878,19599.343,19958.184,20224.655,18293.611,18848.468,19192.515,20295.451,24714.947,26884.632,28398.905,22505.199,23965.01,25073.484,32126.367,32390.202,34530.647,36784.924,32258.285,33015.739,33958.035,33474.6,35832.711,37388.073,35663.216,34653.656,35565.128,35589.65,35776.618,42506.179,42697.819,44025.028,39141.399,40326.872,41251.411,43117.95,51198.806,50382.602,54147.438,47158.378,48233.119,49711.699,52291.125,59441.346,62142.99,60099.531,55866.236,57958.487,58493.748,58116.321,66110.76,66352.084,65786.12,62113.541,63526.388,64091.321,64162.633,75841.216,75931.371,73070.856,70001.925,71978.407,72251.519,69439.723,77609.57,77443.079,76458.697,73524.647,74830.791,75237.767,74533.547,84184.339,84092.167,83060.586,79358.943,80936.684,81467.66,80864.676,93111.596,91934.177,90786.832,86988.136,88636.816,89174.32,89712.044,102244.106,103020.669,100558.381,95978.075,98325.606,98883.8,94390.939,107751.594,105235.46,100106.158,101071.267,102459.331,101871.038,98134.298,110063.684,109010.875,111323.154,104098.991,105736.286,107133.003,103780.912,115601.356,121036.002,119442.058,109691.134,113472.757,114965.082,101698.983,120712.52,123466.225,121249.559,111205.752,115292.576,116781.822,108971.663,130237.754,128649.853,126839.434,119604.709,122619.757,123674.676,122250.037,137608.224,135018.859,131729.32,129929.131,131625.707,131651.61,122269.29,140749.991,142147.862,138096.265,131509.641,135055.714,135815.852,127080.868,150322.494,155757.223,151183.143,138701.681,144386.862,146085.932,136975.511,161913.492,178534.436,179566.517,149444.502,159141.146,164247.489,162292.2,199008.639,207855.719,211012.315,180650.42,189718.853,195042.218,185995.834,220600.007,225449.965,225715.866,203297.921,210681.935,214440.418,197809.614,239572.922,243835.245,239837.242,218691.268,227072.594,230263.756,215230.648,254320.385,265030.297,,234775.517,244860.443,
Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco|3121---Industria de las bebidas,9757.517,11117.085,11142.179,11055.083,10437.301,10672.26,10767.966,10899.787,13335.976,13446.565,13365.213,12117.882,12560.776,12761.885,13010.564,16247.843,17005.031,18483.078,14629.204,15421.146,16186.629,18712.819,21909.499,22876.921,23633.949,20311.159,21166.413,21783.297,22151.868,25652.459,26668.515,26912.514,23902.164,24824.281,25346.339,26429.626,33185.435,32771.051,33016.256,29807.531,30795.371,31350.592,32218.248,39133.494,38618.427,40966.162,35675.871,36656.723,37734.083,41969.632,49314.232,50424.109,48241.823,45641.932,47235.991,47487.449,45644.176,53764.763,52661.644,52089.277,49704.47,50690.194,51039.965,50649.537,61864.196,60445.665,58284.963,56256.867,57653.133,57811.09,55102.803,63121.611,62018.23,61040.003,59112.207,60080.881,60320.662,58499.579,68647.686,68244.061,66359.962,63573.633,65130.442,65437.822,63357.528,76132.72,74346.975,72700.528,69745.124,71279.074,71634.438,71372.185,84588.143,84446.193,81006.179,77980.164,80135.507,80353.175,76387.866,89503.782,86488.298,83786.485,82945.824,84126.649,84041.608,80071.4,89373.847,88202.382,88687.924,84722.624,85882.543,86583.888,84649.776,97836.126,97539.126,93314.615,91242.951,93341.676,93334.911,85200.831,100363.232,99250.552,94679.717,92782.032,94938.205,94873.583,93447.817,111026.651,107740.601,109614.928,102237.234,104071.69,105457.499,104334.095,121577.473,118037.961,113553.087,112955.784,114649.843,114375.654,107968.161,123587.546,119540.05,116254.132,115777.854,117031.919,116837.472,110752.17,132358.206,132759.211,126483.526,121555.188,125289.862,125588.278,118571.563,139071.004,145750.94,141923.925,128821.284,134464.502,136329.358,134870.396,161414.748,166364.022,168282.146,148142.572,154216.389,157732.828,155230.663,181639.606,185596.443,184827.641,168435.135,174155.571,176823.588,167612.087,199631.794,201928.401,196797.482,183621.941,189724.094,191492.441,182799.215,212223.207,217541.051,,197511.211,204187.824,
Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco|3122---Industria del tabaco,6540.351,5187.793,3614.567,8943.305,5864.072,5114.237,6071.504,6088.091,6263.367,6511.619,6859.443,6175.729,6287.692,6430.63,7284.887,8467.105,9879.601,9915.827,7875.996,8543.864,8886.855,13413.547,10480.703,11653.726,13150.975,11947.125,11849.325,12174.738,11322.732,10180.252,10719.558,8750.702,10751.492,10740.847,10243.311,9346.992,9320.743,9926.769,11008.772,9333.868,9531.501,9900.819,10899.702,12065.312,11764.175,13181.276,11482.507,11576.396,11977.616,10321.493,10127.114,11718.881,11857.709,10224.304,10722.496,11006.299,12472.144,12345.996,13690.44,13696.843,12409.07,12836.193,13051.356,13513.096,13977.02,15485.706,14785.894,13745.058,14325.274,14440.429,14336.919,14487.959,15424.849,15418.693,14412.439,14749.909,14917.105,16033.968,15536.653,15848.107,16700.624,15785.311,15806.243,16029.838,17507.148,16978.875,17587.202,18086.303,17243.012,17357.742,17539.882,18339.859,17655.964,18574.476,19552.202,17997.912,18190.1,18530.625,18003.073,18247.812,18747.162,16319.673,18125.443,18332.682,17829.43,18062.899,20689.838,20808.494,22635.23,19376.369,19853.744,20549.115,19131.136,17765.23,23496.876,26127.443,18448.183,20131.081,21630.171,16498.152,20349.289,24215.673,26569.842,18423.721,20354.371,21908.239,15523.846,19211.103,20909.253,17224.506,17367.475,18548.067,18217.177,17915.942,16030.751,16980.897,18176.233,16973.347,16975.863,17275.956,14301.13,17162.445,22607.812,21842.133,15731.788,18023.796,18978.38,16328.698,17964.288,22998.013,24699.617,17146.493,19097,20497.654,18403.948,22842.489,32783.496,37642.592,20623.219,24676.644,27918.131,27421.804,37593.891,41491.697,42730.168,32507.848,35502.464,37309.39,30765.171,38960.402,39853.522,40888.225,34862.787,36526.365,37616.83,30197.527,39941.129,41906.844,43039.76,35069.328,37348.5,38771.315,32431.434,42097.178,47489.246,,37264.306,40672.619,
Actividades secundarias|31-33---Industrias manufactureras|313---Fabricación de insumos textiles y acabado de textiles,8178.356,8952.95,8134.388,8163.278,8565.653,8421.898,8357.243,8008.076,9219.132,8481.906,8122.614,8613.604,8569.705,8457.932,8461.984,10957.51,11725.527,12350.563,9709.747,10381.674,10873.896,13175.89,15873.628,17786.849,17851.136,14524.759,15612.122,16171.876,18342.236,22382.234,21916.948,21797.398,20362.235,20880.473,21109.704,22894.593,24124.735,24267.325,22785.476,23509.664,23762.218,23518.032,23972.757,26949.107,26034.403,25155.689,25460.932,25652.089,25527.989,25904.001,27279.627,26560.366,22639.414,26591.814,26581.331,25595.852,25431.836,24459.627,23927.709,20704.803,24945.732,24606.391,23630.994,20991.527,25762.845,24123.667,21404.053,23377.186,23626.013,23070.523,21988.56,21168.256,21297.499,20575.22,21578.408,21484.772,21257.384,22598.368,23369.311,23430.509,21368.1,22983.84,23132.729,22691.572,21324.389,22578.214,22249.36,20733.878,21951.302,22050.654,21721.46,20691.697,21880.667,24064.15,21813.154,21286.182,22212.171,22112.417,21459.751,20955.869,23265.57,22149.511,21207.81,21893.73,21957.675,20526.139,22544.226,23939.261,21057.822,21535.183,22336.542,22016.862,19723.977,21111.707,24120.075,24149.069,20417.842,21651.92,22276.207,22171.783,23377.121,25684.983,24486.238,22774.452,23744.629,23930.031,23592.335,24312.422,26322.828,25166.247,23952.379,24742.528,24848.458,24871.001,26542.254,27016.575,25658.266,25706.628,26143.277,26022.024,24570.861,26982.29,26000.699,24091.442,25776.576,25851.283,25411.323,24772.692,24887.964,26009.628,24944.608,24830.328,25223.428,25153.723,26041.426,28774.2,30266.864,28084.103,27407.813,28360.83,28291.648,29202.052,31947.39,32495.029,29149.057,30574.721,31214.824,30698.382,31819.672,32529.179,32427.253,30300.044,32174.426,32258.701,31769.037,32479.404,36626.194,36272.696,33776.222,34552.799,35126.098,34788.629,34913.563,36687.149,35648.905,,35800.356,35749.872,
"Actividades secundarias|31-33---Industrias manufactureras|313---Fabricación de insumos textiles y acabado de textiles|3131---Preparación e hilado de fibras textiles, y fabricación de hilos",1688.581,1910.614,1930.882,1842.819,1799.598,1843.359,1843.224,1647.347,1965.325,2057.362,1956.97,1806.336,1890.011,1906.751,1982.144,2445.258,2993.361,3092.825,2213.701,2473.588,2628.397,3125.484,3366.997,4197.46,4157.983,3246.241,3563.314,3711.981,3827.084,4760.255,5177.047,5008.691,4293.67,4588.129,4693.269,4351.272,4686.407,5263.308,4858.465,4518.84,4766.996,4789.863,4528.856,5070.106,5258.634,4944.008,4799.481,4952.532,4950.401,4482.689,4951.644,5558.269,4691.302,4717.167,4997.534,4920.976,4540.404,4494.763,4874.206,4099.787,4517.584,4636.458,4502.29,3465.543,4229.777,4373.74,3830.568,3847.66,4023.02,3974.907,3428.929,3466.08,3905.323,3907.276,3447.505,3600.111,3676.902,3706.582,3969.997,4488.267,4148.359,3838.29,4054.949,4078.301,3800.235,4383.136,4511.11,4090.87,4091.686,4231.494,4196.338,4207.779,4140.958,4681.244,3795.271,4174.369,4343.327,4206.313,3925.368,3906.629,4540.982,4534.165,3915.999,4124.326,4226.786,4153.062,4513.735,4702.349,3858.742,4333.399,4456.382,4306.972,3953.145,4231.154,4686.037,4578.1,4092.15,4290.112,4362.109,4659.554,4994.715,5507.831,5379.621,4827.135,5054.033,5135.43,5137.666,5226.437,5151.237,4997.928,5182.052,5171.78,5128.317,5397.718,5690.254,5157.154,4981.706,5543.986,5415.042,5306.708,4973.197,5490.14,4759.478,4813.161,5231.669,5074.272,5008.994,5094.591,5414.162,4935.39,4622.777,5254.377,5148.048,5016.73,5034.032,5871.558,5435.521,5138.482,5452.795,5447.037,5369.898,5389.423,6276.503,5480.411,5341.196,5832.963,5715.446,5621.883,6084.693,6572.361,6203.614,6010.281,6328.527,6286.889,6217.737,6392.945,7823.251,6581.424,6438.688,7108.098,6932.54,6809.077,6337.817,7547.312,6313.043,,6942.565,6732.724,
Actividades secundarias|31-33---Industrias manufactureras|313---Fabricación de insumos textiles y acabado de textiles|3132---Fabricación de telas,5811.502,6208.413,5430.742,5307.843,6009.958,5816.886,5689.625,5572.556,6218.996,5617.25,5280.082,5895.776,5802.934,5672.221,5732.079,7580.753,7876.45,8045.315,6656.416,7063.094,7308.649,8963.626,11108.61,12121.971,11730.369,10036.118,10731.402,10981.144,12840.254,15497.598,14768.131,14238.201,14168.926,14368.661,14336.046,16087.04,16725.257,16339.54,14962.884,16406.149,16383.946,16028.68,16897.073,19205.229,18090.891,16987.01,18051.151,18064.398,17795.051,18421.467,19174.452,17856.561,14405.545,18797.96,18484.16,17464.506,17783.078,16787.884,16161.855,13874.767,17285.481,16910.939,16151.896,15198.117,18638.908,17034.979,14682.084,16918.513,16957.335,16388.522,16132.709,15182.05,14808.262,13685.9,15657.38,15374.34,14952.23,16425.51,16668.524,16041.97,14184.549,16547.017,16378.668,15830.138,14829.304,15027.909,14853.574,13692.997,14928.607,14903.596,14600.946,14199.423,15207.237,16833.709,15576.611,14703.33,15413.456,15454.245,15433.63,14884.783,16441.145,15333.946,15159.207,15586.519,15523.376,14326.7,15753.382,16650.15,14521.292,15040.041,15576.744,15312.881,13823.738,14830.479,16773.133,16566.998,14327.109,15142.45,15498.587,14993.823,15668.656,17258.293,16197.051,15331.24,15973.591,16029.456,16170.913,17062.655,18744.352,17435.903,16616.784,17325.973,17353.456,16768.872,18038.248,18742.831,17804.785,17403.56,17849.984,17838.684,16975.9,18707.09,18371.161,16286.393,17841.495,18018.05,17585.136,16815.908,16413.046,17581.484,16664.074,16614.477,16936.813,16868.628,17508.858,19023.068,20367.692,18271.086,18265.963,18966.539,18792.676,19295.108,21338.653,22211.654,19104.321,20316.881,20948.472,20487.434,21295.585,21539.174,21491.454,19300.356,21417.38,21442.071,20906.642,21442.111,23572.678,24499.607,22170.1,22507.395,23171.465,22921.124,22504.915,21987.97,23051.046,,22246.443,22514.644,
Actividades secundarias|31-33---Industrias manufactureras|313---Fabricación de insumos textiles y acabado de textiles|3133---Acabado de productos textiles y fabricación de telas recubiertas,678.274,833.923,772.764,1012.616,756.099,761.654,824.394,788.174,1034.812,807.293,885.561,911.493,876.76,878.96,747.761,931.5,855.716,1212.423,839.631,844.992,936.85,1086.781,1398.021,1467.418,1962.784,1242.401,1317.407,1478.751,1674.897,2124.381,1971.771,2550.507,1899.639,1923.683,2080.389,2456.281,2713.071,2664.477,2964.127,2584.676,2611.276,2699.489,2546.828,2673.772,2684.878,3224.671,2610.3,2635.159,2782.537,2999.845,3153.531,3145.536,3542.568,3076.688,3099.637,3210.37,3108.354,3176.981,2891.648,2730.249,3142.668,3058.994,2976.808,2327.868,2894.16,2714.948,2891.401,2611.014,2645.659,2707.094,2426.923,2520.126,2583.915,2982.044,2473.525,2510.321,2628.252,2466.277,2730.79,2900.273,3035.192,2598.534,2699.113,2783.133,2694.849,3167.169,2884.675,2950.011,2931.009,2915.564,2924.176,2284.495,2532.471,2549.197,2441.272,2408.483,2455.388,2451.859,2100.752,2164.456,2283.443,2281.4,2132.604,2182.884,2207.513,2046.377,2277.109,2586.761,2677.788,2161.743,2303.416,2397.009,1947.095,2050.073,2660.906,3003.971,1998.584,2219.358,2415.511,2518.406,2713.75,2918.859,2909.566,2616.078,2717.005,2765.145,2283.756,2023.33,2427.238,2732.416,2153.543,2244.775,2366.685,2704.412,2813.752,3116.59,2871.775,2759.082,2878.251,2876.632,2621.763,2785.06,2870.06,2991.889,2703.412,2758.961,2817.193,2862.193,3060.756,3492.754,3657.757,2961.475,3138.568,3268.365,3498.536,3879.575,4463.651,4674.534,3689.056,3947.254,4129.074,4517.521,4332.235,4802.964,4703.541,4424.878,4550.907,4589.065,4439.394,4417.645,4732.186,4989.407,4428.52,4529.742,4644.658,4644.348,5230.265,5191.665,5167.434,4937.307,5022.093,5058.428,6070.831,7151.867,6284.815,,6611.349,6502.504,
"Actividades secundarias|31-33---Industrias manufactureras|314---Fabricación de productos textiles, excepto prendas de vestir",4071.932,4165.996,4731.659,4182.181,4118.964,4323.196,4287.942,4042.671,4464.762,4924.571,4777.8,4253.717,4477.335,4552.451,4781.242,4807.405,5639.591,5779.89,4794.324,5076.079,5252.032,6388.711,6779.038,7898.715,7875.32,6583.875,7022.155,7235.446,7607.993,8760.003,9335.69,9980.999,8183.998,8567.895,8921.171,9636.509,10321.199,11426.471,11819.181,9978.854,10461.393,10800.84,10543.521,10571.177,11032.089,10909.697,10557.349,10715.596,10764.121,10553.905,10894.669,11934.413,11014.124,10724.287,11127.662,11099.278,9480.229,8990.903,9265.358,9197.294,9235.566,9245.497,9233.446,8702.648,9702.507,9137.518,8720.312,9202.578,9180.891,9065.746,7875.391,7781.523,8698.776,9350.754,7828.457,8118.563,8426.611,10014.455,9410.122,9597.321,8580.455,9712.289,9673.966,9400.588,9480.235,9818.92,9646.612,9796.56,9649.578,9648.589,9685.582,9940.698,9922.554,10939.504,10410.652,9931.626,10267.585,10303.352,10691.459,10675.281,10698.144,11028.272,10683.37,10688.295,10773.289,9697.141,10227.301,10445.577,11022.412,9962.221,10123.34,10348.108,9390.12,9009.419,10695.779,11412.499,9199.77,9698.439,10126.954,10474.453,10883.831,10905.284,11849.316,10679.142,10754.523,11028.221,11157.099,11046.576,12482.128,12406.453,11101.838,11561.934,11773.064,12114.389,12120.128,13237.313,12852.483,12117.259,12490.61,12581.078,12291.778,13022.59,12908.402,11788.122,12657.184,12740.923,12502.723,12998.246,13101.885,13884.565,14489.564,13050.066,13328.232,13618.565,13814.277,15966.971,16462.048,15940.112,14890.624,15414.432,15545.852,16338.914,17478.719,17044.209,17655.142,16908.817,16953.947,17129.246,15500.449,16686.842,16825.165,17894.916,16093.646,16337.485,16726.843,16274.153,18286.506,18788.667,19562.518,17280.33,17783.109,18227.961,17148.656,18299.03,18008.887,,17723.843,17818.858,
"Actividades secundarias|31-33---Industrias manufactureras|314---Fabricación de productos textiles, excepto prendas de vestir|3141---Confección de alfombras, blancos y similares",608.836,622.079,599.135,784.442,615.458,610.017,653.623,639.196,663.577,704.311,873.993,651.387,669.028,720.269,897.401,838.946,956.143,1483.09,868.174,897.497,1043.895,1300.996,1312.018,1349.364,1781.843,1306.507,1320.793,1436.055,1551.115,1885.504,2150.728,2308.553,1718.31,1862.449,1973.975,2088.166,2190.706,2452.739,2960.149,2139.436,2243.87,2422.94,2340.242,2569.567,2954.261,2983.702,2454.905,2621.357,2711.943,2968.955,3165.736,3321.538,3076.926,3067.346,3152.076,3133.289,2996.385,2547.52,2593.861,2781.166,2771.953,2712.589,2729.733,2890.168,3260.44,2810.471,2741.145,3075.304,2987.026,2925.556,2592.417,2677.994,2841.086,3146.938,2635.206,2703.832,2814.609,3484.302,2968.425,3078.67,3276.73,3226.364,3177.132,3202.032,3522.643,3274.043,3231.103,3603.823,3398.343,3342.596,3407.903,3783.476,3501.203,3561.937,3495.972,3642.34,3615.539,3585.647,3445.105,3450.194,3613.496,3594.129,3447.65,3502.932,3525.731,3159.926,3380.483,3329.35,3613.109,3270.205,3289.92,3370.717,2920.553,2775.801,3307.766,3683.164,2848.177,3001.373,3171.821,3202.064,3477.684,3719.968,3972.416,3339.874,3466.572,3593.033,3361.695,3249.985,3626.754,3988.003,3305.84,3412.811,3556.609,3539.309,3499.239,3657.602,3902.805,3519.274,3565.383,3649.739,3635.51,3625.255,3931.298,3733.253,3630.383,3730.688,3731.329,3915.431,3843.447,4353.728,4910.446,3879.439,4037.535,4255.763,4126.886,4644.965,5147.958,5675.579,4385.926,4639.936,4898.847,5318.371,5011.72,5369.704,6349.652,5165.046,5233.265,5512.362,5312.564,5210.956,5755.021,6530.471,5261.76,5426.18,5702.253,5648.031,5636.738,5972.521,7139.766,5642.385,5752.43,6099.264,6216.552,6043.779,6460.672,,6130.166,6240.334,
"Actividades secundarias|31-33---Industrias manufactureras|314---Fabricación de productos textiles, excepto prendas de vestir|3149---Fabricación de otros productos textiles, excepto prendas de vestir",3463.097,3543.917,4132.524,3397.738,3503.507,3713.179,3634.319,3403.476,3801.185,4220.26,3903.808,3602.331,3808.307,3832.182,3883.841,3968.459,4683.448,4296.8,3926.15,4178.583,4208.137,5087.715,5467.021,6549.351,6093.477,5277.368,5701.362,5799.391,6056.878,6874.498,7184.962,7672.446,6465.688,6705.446,6947.196,7548.343,8130.494,8973.732,8859.031,7839.419,8217.523,8377.9,8203.279,8001.609,8077.828,7925.995,8102.444,8094.239,8052.178,7584.95,7728.933,8612.875,7937.198,7656.942,7975.586,7965.989,6483.844,6443.383,6671.497,6416.128,6463.614,6532.908,6503.713,5812.479,6442.067,6327.046,5979.167,6127.273,6193.864,6140.19,5282.974,5103.528,5857.69,6203.816,5193.251,5414.731,5612.002,6530.152,6441.696,6518.651,5303.724,6485.924,6496.833,6198.556,5957.592,6544.878,6415.509,6192.737,6251.235,6305.993,6277.679,6157.222,6421.351,7377.567,6914.679,6289.287,6652.047,6717.705,7246.354,7225.088,7084.648,7434.143,7235.721,7185.363,7247.558,6537.215,6846.818,7116.227,7409.303,6692.017,6833.42,6977.391,6469.567,6233.618,7388.013,7729.334,6351.593,6697.066,6955.133,7272.389,7406.147,7185.316,7876.9,7339.268,7287.951,7435.188,7795.405,7796.591,8855.374,8418.45,7795.998,8149.123,8216.455,8575.08,8620.889,9579.71,8949.677,8597.985,8925.226,8931.339,8656.268,9397.335,8977.104,8054.869,9026.802,9010.236,8771.394,9082.814,9258.438,9530.837,9579.119,9170.626,9290.696,9362.802,9687.391,11322.006,11314.09,10264.533,10504.699,10774.496,10647.005,11020.543,12466.998,11674.505,11305.49,11743.771,11720.682,11616.884,10187.885,11475.886,11070.144,11364.445,10831.886,10911.305,11024.59,10626.122,12649.768,12816.146,12422.752,11637.945,12030.679,12128.697,10932.104,12255.251,11548.215,,11593.678,11578.523,
Actividades secundarias|31-33---Industrias manufactureras|315---Fabricación de prendas de vestir,14111.817,15218.439,15037.394,16164.874,14665.128,14789.217,15133.131,13787.504,16339.743,14989.842,17576.07,15063.624,15039.03,15673.29,15941.41,16652.076,17782.429,21789.845,16296.743,16791.972,18041.44,20416.058,22734.211,23081.238,27516.282,21575.135,22077.169,23436.947,23383.105,28591.931,29341.965,32337.019,25987.518,27105.667,28413.505,28233.236,31551.737,33650.338,37666.369,29892.487,31145.104,32775.42,31896.245,37700.455,39100.534,40251.213,34798.35,36232.411,37237.112,37859.396,43325.529,42550.734,42586.145,40592.463,41245.22,41580.451,40925.666,45375.469,41694.665,42756.868,43150.568,42665.267,42688.167,37746.692,43490.044,40566.674,42209.299,40618.368,40601.137,41003.177,38054.596,40614.218,40923.83,42487.248,39334.407,39864.215,40519.973,40755.266,43378.247,43410.814,43713.777,42066.757,42514.776,42814.526,38102.137,41931.698,42033.612,41950.165,40016.918,40689.149,41004.403,41627.383,42787.762,44126.362,43550.57,42207.573,42847.169,43023.019,42331.395,41882.484,44492.273,43004.988,42106.94,42902.051,42927.785,43733.072,48447.868,48540.39,48668.617,46090.47,46907.11,47347.487,47592.29,47450.971,48537.97,48732.138,47521.631,47860.41,48078.342,46324.785,49759.564,51308.359,50942.977,48042.175,49130.903,49583.921,47152.711,50166.822,51944.488,55430.555,48659.767,49754.674,51173.644,53108.615,52830.447,58452.304,59814.666,52969.531,54797.122,56051.508,52042.276,56113.548,60343.432,61876.787,54077.912,56166.419,57594.011,57787.56,56394.94,62288.872,63585.156,57091.25,58823.791,60014.132,61972.624,65932.824,75619.088,76708.184,63952.724,67841.512,70058.18,68872.282,72664.943,75302.276,76014.039,70768.613,72279.834,73213.385,73174.77,73834.162,77311.938,77175.254,73504.466,74773.623,75374.031,73645.047,79527.931,81629.151,82491.938,76586.489,78267.376,79323.517,75408.501,78363.509,84606.275,,76886.005,79459.428,
Actividades secundarias|31-33---Industrias manufactureras|315---Fabricación de prendas de vestir|3151---Fabricación de prendas de vestir de tejido de punto,1569.083,1702.734,1735.403,1617.284,1635.909,1669.073,1656.126,1648.065,1841.489,1810.647,1581.007,1744.777,1766.734,1720.302,1800.922,1886.903,2542.955,2454.617,1843.913,2076.927,2171.349,3039.935,2814.679,3038.501,2955.36,2927.307,2964.372,2962.119,3279.516,3635.018,3653.396,3333.618,3457.267,3522.643,3475.387,3894.771,4132.23,4384.404,4095.875,4013.501,4137.135,4126.82,4185.682,4624.467,4685.699,4055.9,4405.075,4498.616,4387.937,4808.102,5320.853,4968.347,4342.41,5064.478,5032.434,4859.928,4754.92,4898.232,5050.541,3990.991,4826.576,4901.231,4673.671,4350.243,5304.958,5032.727,3979.02,4827.601,4895.976,4666.737,4609.924,5067.325,5286.7,4827.099,4838.625,4987.983,4947.762,4199.981,5171.86,5219.204,4617.906,4685.921,4863.682,4802.238,3889.197,4685.438,4976.472,4779.46,4287.318,4517.036,4582.642,4578.782,4943.698,4978.083,4855.417,4761.24,4833.521,4838.995,4935.253,5096.665,5081.447,5091.419,5015.959,5037.788,5051.196,4552.533,5247.247,5095.799,5017.673,4899.89,4965.193,4978.313,5163.14,5653.328,5814.774,5765.974,5408.234,5543.747,5599.304,5835.812,6131.328,5915.37,5848.059,5983.57,5960.837,5932.642,5293.16,6318.666,6088.844,6188.026,5805.913,5900.223,5972.174,5558.779,5602.966,6559.752,6382.858,5580.873,5907.166,6026.089,5841.37,6418.534,6743.494,6372.842,6129.952,6334.466,6344.06,5842.296,5612.303,6160.883,5663.978,5727.3,5871.827,5819.865,5777.817,5805.749,6327.101,6011.025,5791.783,5970.222,5980.423,5546.65,5751.821,6245.79,6427.307,5649.236,5848.087,5992.892,6174.565,6519.517,7443.176,7522.098,6347.041,6712.419,6914.839,6482.966,7505.518,7904.592,7976.512,6994.242,7297.692,7467.397,6971.146,7927.849,9707.214,,7449.498,8202.07,
