Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017<R>,2018<P>
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|324-326---Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule<C1>,0.724226667708,0.767362434359,0.798837629676,0.769122494091,0.734131331685,0.761350888,0.996797059127,0.954627211931,0.911862193645,0.925862971028,0.85716872011,0.792882334784,0.805239024329,0.771156181916,0.784463216675,0.771742799171
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|327---Fabricación de productos a base de minerales no metálicos<C1>,0.170631606106,0.18075178794,0.209313644335,0.209288505397,0.20905517461,0.199283797604,0.191852102164,0.185715222306,0.18256697626,0.162621756854,0.154515870788,0.161924733319,0.153329062482,0.140275189893,0.125735594245,0.117461772438
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|331-332---Industrias metálicas básicas; Fabricación de productos metálicos<C1>,6.913818426354,7.203869082609,7.653122208625,7.234757320131,7.549717811917,6.859472326717,4.322295746298,5.418355660899,4.173827481112,4.028375823136,4.453311183514,4.671990252908,3.51736062527,3.370629110688,3.695349265276,3.296349602023
"Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|333-336---Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte<C1>",0.149957394736,0.13924347672,0.138906645618,0.124221322704,0.13555397428,0.147733246195,0.153259728025,0.152407488845,0.162446994786,0.169149034285,0.20527561068,0.148159168541,0.142054190868,0.130462784826,0.123142047836,0.116798594274
"Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",0.36600509394,0.335210781954,0.30440119389,0.275781890264,0.243347144332,0.215875068175,0.221953390592,0.218925614386,0.20328123231,0.22170926966,0.198158664731,0.181376954186,0.16960817965,0.145670163409,0.115299104743,0.109232693431
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,0.324628824401,0.2890941642,0.283822903577,0.255796334013,0.23844115458,0.233389072042,0.269285428498,0.254620485975,0.272178630175,0.249333021356,0.208837561035,0.203435939666,0.192436220207,0.210607754372,0.201152171384,0.19354322583
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias<C1>,67.492517853517,67.331027979709,68.082852461142,67.401609253566,66.528562166658,66.620444541467,69.478234849242,69.551537347886,69.391698853432,70.022502915352,69.967598631244,69.148679842958,70.450711537463,70.165834911782,70.703541394285,70.944362637754
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|43---Comercio al por mayor<C1>,8.002672450596,8.093913393775,8.493635655186,8.439514324396,8.59218717248,8.572116719762,8.553053254297,9.389748697309,9.851967834224,10.237652864893,10.140649830105,10.688487792596,11.11442350181,11.222106062946,12.577084449216,12.607034550602
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|46---Comercio al por menor<C1>,11.965744795639,12.040068866544,12.455131198732,12.729377275419,11.623250510499,11.768521033691,11.68629037951,11.079201434369,11.359245087645,11.355066629518,11.749746993448,12.360827371274,13.097877163036,12.746388643771,11.956876486972,11.999776666504
"Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",7.988679433637,7.734207363071,7.604664950551,7.38831943909,7.300668082788,6.726787581662,6.863786815017,7.067027818347,7.229280313911,7.340915714756,7.415162481005,7.108324287468,7.128579195037,7.050142866864,7.100038922148,7.191844890221
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|51---Información en medios masivos<C1>,0.315829235626,0.344344676719,0.379606798296,0.428920856167,0.507240652947,0.534064764415,0.608731697912,0.604311355833,0.607814715348,0.728289401903,0.766892306837,0.753048862914,0.795832063963,1.031244803211,1.026036145243,1.127618515642
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|52---Servicios financieros y de seguros<C1>,1.133188846476,1.327786591504,1.27102598454,1.36921250586,1.47761130786,1.748790557512,1.871116113769,2.237937447156,2.316586590304,2.654604075415,2.890169967597,2.984406229178,3.381824974873,3.777560896762,3.99430310522,4.055864966665
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,13.781117075466,13.772778835616,13.782680739026,13.716588360571,13.897125735811,14.151362934749,15.271533577271,15.202368179303,15.000971930244,14.975700378956,14.775278863867,14.084287355075,14.06678769775,13.665270741967,13.331285518237,13.236693403343
"Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",0.635253425202,0.772803239177,0.737910205425,0.781770276784,0.697900726833,0.75148469371,0.726952330003,0.712789377575,0.714399025968,0.747188906735,0.682245633437,0.61076737576,0.606442050577,0.665474122622,0.725181918992,0.63926959165
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|55---Corporativos<C1>,0.070975380284,0.07029162375,0.071302673091,0.07123825375,0.071752955984,0.07263118242,0.077559508088,0.076352637312,0.076149878192,0.077971678053,0.071039544556,0.065842140243,0.066989486292,0.070443030885,0.07018257875,0.070083571556
"Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación<C1>",1.345965905071,1.350771649834,1.514580466172,1.516125879246,1.445323467699,1.451907992231,1.575048923348,1.505845971489,1.500017199005,1.61756859927,1.610814711101,1.492640619932,1.452983973028,1.410288598066,1.557875196595,1.631394116266
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|61---Servicios educativos<C1>,7.977261906074,8.165727167218,7.803672947884,7.455718733484,7.503063540046,7.445472214352,7.997566471302,7.979390980172,7.746473399874,7.385470675291,7.375908697587,6.996447138237,6.748877723254,6.636639921729,6.350169748418,6.299699237317
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,2.922601456471,2.845837243822,2.706807365424,2.825654456598,2.721650591237,2.637465791411,2.716888754651,2.506695479715,2.363059736154,2.302268866352,2.172482872489,2.115686590327,2.233096322987,2.224850484454,2.228479167412,2.237746230047
"Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",0.489826908571,0.483942280801,0.472207634247,0.469205588743,0.480769022804,0.47758320755,0.485094083103,0.482912099885,0.470483395526,0.473473047087,0.482366360854,0.446592093035,0.457263958718,0.461528153853,0.458927184313,0.461667040384
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,2.539336100911,2.435703609643,2.924987565207,2.436383291363,2.258823996026,2.297114957813,2.412670538348,2.261438264065,1.965121535676,1.929929702347,1.770174433778,1.761109451963,1.60833005285,1.667414711203,1.791875007551,1.815476480521
Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,2.97844753452,2.757368189494,2.832235108347,2.785815033321,3.005826354039,3.084564137933,3.102082219135,2.926625584359,2.849424537127,2.851374588865,2.954340712074,2.778460342365,2.617370807122,2.575495595283,2.550638946264,2.554218381725
"Valores constantes|Participación porcentual|B.1bV---Valor agregado bruto|Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",5.345617398974,5.135483248743,5.032403169014,4.987764978771,4.945368049605,4.900576772256,5.529860183487,5.518892020997,5.340703674234,5.345027785911,5.110325222508,4.901752192589,5.074032566165,4.960986278167,4.984587018954,5.015974995311
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Total<C1>,81.918266720462,83.741342125924,85.13361654993,89.14652222715,91.322183981763,93.098631331704,88.187214775344,91.738098158366,95.496006969917,97.931487186853,100,106.601273516317,108.95813377748,113.576508700391,117.431054749556,119.719790345561
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades primarias<C1>,82.966233536177,78.174326138536,76.339013047837,87.187468314056,91.185234436845,97.877427154355,90.960271033517,85.79947949882,96.382332419817,95.630226196887,100,110.965837263497,108.322608957346,126.329871309259,135.091197726081,140.568107014666
"Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza<C1>",82.966233536177,78.174326138536,76.339013047837,87.187468314056,91.185234436845,97.877427154355,90.960271033517,85.79947949882,96.382332419817,95.630226196887,100,110.965837263497,108.322608957346,126.329871309259,135.091197726081,140.568107014666
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias<C1>,91.965323311814,98.558763265199,98.64627553192,102.297082265258,107.901994913987,106.709197778351,88.852063534251,97.175379864757,97.873288511006,98.978878855817,100,108.66561595626,106.559754293314,105.023451706022,102.684696097598,101.527721491692
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias|21---Minería<C1>,91.649607006958,109.656473705112,145.279230459541,134.427509718025,83.467668897466,68.192819837007,59.271614617332,64.539888161542,67.723066869993,78.183264149151,100,85.652285060249,76.64963776561,75.415088007338,73.520662637055,70.982561211426
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias|21---Minería|21-1---Minería petrolera<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valores constantes|Índice de volumen físico base 2013=100|B.1bV---Valor agregado bruto|Actividades secundarias|21---Minería|21-2---Minería no petrolera<C1>,91.649607006958,109.656473705112,145.279230459541,134.427509718025,83.467668897466,68.192819837007,59.271614617332,64.539888161542,67.723066869993,78.183264149151,100,85.652285060249,76.64963776561,75.415088007338,73.520662637055,70.982561211426
