Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017<R>,2018<P>
"Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",61.305,60.707,62.337,59.791,58.497,55.816,57.714,66.788,73.791,71.779,61.61,57.058,62.269,55.304,51.801,58.262
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,29.521,29.648,30.01,30.761,31.212,29.72,30.998,30.899,33.299,33.185,32.535,33.189,31.693,40.754,44.641,54.77
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Actividades terciarias<C1>,56953.884,59009.16099999999,61137.755999999994,64039.817,63409.168,67098.98000000001,65424.50400000001,70114.76499999998,72159.414,71795.477,74702.831,77434.824,83325.60299999999,86663.21799999998,90256.954,90947.10700000002
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Actividades terciarias|43---Comercio al por mayor<C1>,3974.355,4197.477,4485.296,4833.117,5072.296,5340.577,5151.722,5786.426,6160.83,6578.373,6408.986,6937.912,7581.207,7587.039,8484.989,8468.109
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Actividades terciarias|46---Comercio al por menor<C1>,8005.459,8059.529,8276.7,8934.036,9430.923,10135.121,8805.527,10382.466,10956.528,10551.037,11324.555,11671.591,12152.402,12779.315,13951.12,13651.475
"Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",4026.095,4167.516,4324.187,4396.52,4503.63,4513.076,4024.946,4074.898,4386.245,4440.883,4525.892,4684.381,4949.361,5103.831,5089.427,5105.441
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Actividades terciarias|51---Información en medios masivos<C1>,168.394,190.34,215.846,263.143,328.623,363.448,406.135,433.511,452.865,567.437,607.8,647.662,798.702,1039.443,1047.58,1158.09
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Actividades terciarias|52---Servicios financieros y de seguros<C1>,707.8,982.292,873.373,944.063,1151.764,1458.201,1708.574,1872.989,2056.202,2404.415,2681.546,2851.927,3091.533,3378.331,3579.205,3855.316
Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,12080.011,12476.545,12777.389,13370.784,13912.231,14474.801,14700.339,15199.592,15699.806,16143.379,16316.873,16608.598,17109.195,17424.915,17599.536,17835.709
"Valores constantes|Millones de pesos|B.1bV---Valor agregado bruto|Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",531.066,643.066,650.699,665.293,747.276,791.697,762.069,699.115,697.582,687.845,779.608,844.821,793.625,815.822,903.501,924.138
